InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
C23929977,56608228,Carry Gift,15,2023-06-05 00:34:21,55.77,101488876,United Kingdom
41884509,13424704,My Gift,4,2023-04-08 13:45:54,91.55,207777009,United Kingdom
94418292,72944914,Big Gift,20,2023-04-29 16:44:48,92.5,848376680,United Kingdom
97407245,77164381,Election Gift,6,2023-04-09 21:13:27,54.11,197023343,United Kingdom
67458050,37644253,Tv Gift,19,2022-12-04 20:58:49,98.84,830249984,United Kingdom
82494847,63121000,Young Gift,11,2023-05-10 07:41:20,93.25,688195520,United Kingdom
17649278,29384198,Artist Gift,13,2023-03-30 22:45:36,32.49,937844538,United Kingdom
10671497,53255987,Both Gift,18,2023-04-29 16:42:30,80.42,401353338,United Kingdom
10837613,53678526,You Gift,10,2023-05-01 08:10:15,49.55,709724442,United Kingdom
21317507,28196789,Bar Gift,20,2023-04-19 20:35:16,69.92,126634917,United Kingdom
96289307,38135770,Tonight Gift,9,2023-03-15 02:03:22,78.08,306940325,United Kingdom
19757375,76928146,Significant Gift,8,2023-01-07 12:15:38,37.04,572379555,United Kingdom
53085468,96241674,Minute Gift,19,2023-04-07 15:56:55,40.87,668224900,United Kingdom
90500701,92485969,Manager Gift,16,2022-12-12 17:11:31,91.84,530054753,United Kingdom
35785887,15005245,Bag Gift,20,2023-06-08 22:26:55,67.08,432741346,United Kingdom
73969616,20573423,Eight Gift,8,2023-06-13 23:21:24,41.34,447760515,United Kingdom
91877117,10928803,Piece Gift,4,2023-06-19 22:35:28,12.62,782121036,United Kingdom
71821903,94926586,Speech Gift,15,2023-01-16 02:08:55,2.91,812503626,United Kingdom
96231539,89063082,Major Gift,5,2023-02-16 08:11:36,15.83,969949413,United Kingdom
90872565,16125268,Condition Gift,19,2023-02-17 05:10:20,16.76,678579515,United Kingdom
59639549,91200407,Sometimes Gift,18,2023-01-01 21:20:01,93.77,809202929,United Kingdom
55307073,91092446,Arm Gift,7,2023-04-25 03:18:45,9.31,732429920,United Kingdom
45936213,81426874,Building Gift,5,2023-02-23 13:25:59,97.13,491464763,United Kingdom
C26061992,79002693,Go Gift,19,2023-06-11 16:24:13,37.56,413496052,United Kingdom
25510828,39397286,Prevent Gift,10,2022-12-28 14:22:32,4.39,653109350,United Kingdom
60790911,12233286,Fast Gift,11,2022-12-27 06:33:36,93.78,301948402,United Kingdom
79983334,60677135,Four Gift,7,2023-04-08 18:02:08,92.78,765079261,United Kingdom
86412014,90599470,Audience Gift,5,2023-01-27 10:27:11,66.45,664364211,United Kingdom
12413879,36110458,Visit Gift,8,2023-03-01 17:53:16,54.39,230597145,United Kingdom
36206204,13435417,Despite Gift,10,2023-01-21 05:23:35,49.64,344970329,United Kingdom
51968172,67948599,Wall Gift,10,2023-03-13 16:57:33,53.93,467192034,United Kingdom
75583910,44119220,Pass Gift,9,2023-01-24 15:19:46,71.32,177738929,United Kingdom
73499135,99909980,Certainly Gift,15,2022-12-19 18:55:48,68.58,454822413,United Kingdom
77754705,23422956,Face Gift,1,2023-03-18 05:57:15,42.27,139944250,United Kingdom
76154124,78476955,Sit Gift,19,2022-12-02 05:35:36,72.89,826407356,United Kingdom
77109291,61572082,Radio Gift,4,2023-06-10 04:17:22,84.38,986569279,United Kingdom
89828719,75317799,Happen Gift,2,2023-04-08 13:03:57,39.37,687245323,United Kingdom
99132593,11920886,Piece Gift,3,2023-02-01 10:51:44,4.24,311382772,United Kingdom
78641640,32923411,Machine Gift,4,2023-05-19 06:57:26,46.12,214967529,United Kingdom
91978703,88529114,Camera Gift,19,2023-01-06 09:43:33,87.89,780434198,United Kingdom
78116773,10928803,Piece Gift,7,2023-03-19 03:42:39,71.1,855703679,United Kingdom
92935884,64724775,Recent Gift,15,2022-12-03 00:34:46,50.48,455380020,United Kingdom
98297970,81801240,From Gift,16,2023-05-05 11:04:15,33.38,536762936,United Kingdom
C12816862,55808352,Indeed Gift,18,2023-03-14 12:25:53,49.03,655786037,United Kingdom
63105749,73985132,Sing Gift,6,2023-03-24 02:50:41,60.71,942777275,United Kingdom
41540240,83385168,Make Gift,1,2022-12-19 19:49:11,34.59,494818795,United Kingdom
50287438,49336697,Suddenly Gift,12,2023-04-10 19:15:36,77.01,201813329,United Kingdom
58790007,82096452,Available Gift,11,2023-02-11 07:29:34,62.27,657194582,United Kingdom
74744289,76722164,Already Gift,6,2023-05-03 21:10:17,29.17,440455874,United Kingdom
48449949,30682521,Participant Gift,11,2023-05-14 00:18:31,99.08,789782862,United Kingdom
90318331,33163781,Join Gift,10,2023-01-28 05:42:10,76.27,328142549,United Kingdom
98142082,37224520,Visit Gift,6,2023-06-06 09:00:30,70.81,247323437,United Kingdom
12454716,31512281,Sure Gift,15,2023-05-08 15:49:50,0.74,583256237,United Kingdom
53468056,61572082,Radio Gift,6,2023-01-03 14:48:15,37.44,369443203,United Kingdom
75444175,65013520,Again Gift,8,2023-01-08 21:01:47,23.29,190390894,United Kingdom
92614294,36514582,Throw Gift,9,2023-03-27 17:38:18,52.8,549966431,United Kingdom
73893220,23746781,Move Gift,2,2022-12-14 15:48:34,86.87,787147998,United Kingdom
88950733,23193809,Education Gift,10,2023-06-22 08:11:16,78.49,393241113,United Kingdom
25669826,72273820,North Gift,1,2023-01-23 16:23:50,18.82,481455578,United Kingdom
18459419,45310786,Who Gift,9,2023-05-02 03:29:15,59.94,848894027,United Kingdom
77352365,29746589,Before Gift,10,2023-02-06 04:02:33,60.3,142207595,United Kingdom
88865910,57576385,Black Gift,1,2023-04-30 04:34:36,76.92,211500270,United Kingdom
56192025,17528384,List Gift,16,2022-12-05 22:16:05,77.9,953466318,United Kingdom
C77477239,43675801,Onto Gift,18,2023-01-17 05:22:27,41.66,190023029,United Kingdom
85024304,86481681,Bad Gift,5,2023-01-02 06:47:49,39.28,625976279,United Kingdom
65502782,82307334,Help Gift,2,2023-05-02 12:36:28,31.36,906652766,United Kingdom
87897456,36932821,It Gift,16,2023-04-24 06:17:32,41.77,384213133,United Kingdom
24463756,12296893,Success Gift,11,2023-03-02 00:41:09,70.91,754399410,United Kingdom
66975963,17109491,Risk Gift,19,2023-03-30 08:23:47,19.4,262050153,United Kingdom
69974650,50819790,Establish Gift,3,2023-01-01 12:05:42,17.4,572247847,United Kingdom
25086278,74115626,Wind Gift,10,2023-03-26 21:31:22,90.87,887887032,United Kingdom
65822369,68496317,Task Gift,8,2023-02-04 22:03:03,57.61,645732433,United Kingdom
64654401,41319784,Probably Gift,5,2023-06-09 08:04:21,11.98,524918771,United Kingdom
41195975,21633513,Your Gift,11,2023-06-13 18:01:34,72.43,134287056,United Kingdom
68635826,73338172,Argue Gift,17,2023-04-12 17:26:50,64.46,401386068,United Kingdom
C58434648,56043181,Think Gift,2,2023-02-18 03:25:36,89.15,831419747,United Kingdom
74811497,65620646,To Gift,18,2023-01-03 16:52:25,97.56,685242138,United Kingdom
25387692,86131011,Prepare Gift,7,2023-05-16 23:18:13,91.57,869904685,United Kingdom
78707040,99364581,Coach Gift,6,2023-04-14 10:01:15,90.93,432574287,United Kingdom
12795262,84470208,Almost Gift,10,2023-03-30 09:02:33,33.41,582517017,United Kingdom
17410611,33146437,Strong Gift,5,2022-12-14 21:06:38,32.58,589203647,United Kingdom
49542054,92599049,Will Gift,10,2023-06-24 17:19:14,48.84,278310011,United Kingdom
85884006,42174466,Prevent Gift,16,2023-01-30 20:46:29,91.19,590942144,United Kingdom
90249342,29614469,Always Gift,4,2022-12-06 04:01:59,49.66,938665014,United Kingdom
28924897,78825747,Throw Gift,8,2023-01-03 13:57:16,86.14,336331610,United Kingdom
70583382,44420886,Protect Gift,7,2022-12-22 18:42:00,7.19,546894320,United Kingdom
88593952,39116448,Have Gift,3,2022-12-10 05:22:17,78.94,517026658,United Kingdom
33041831,48638212,Specific Gift,13,2023-02-16 03:28:52,43.42,619550378,United Kingdom
32816357,94377311,Quite Gift,6,2023-05-24 21:26:52,45.18,428467407,United Kingdom
28001324,23840369,Space Gift,13,2023-03-02 12:14:01,15.32,574757319,United Kingdom
C14215889,26766553,Story Gift,18,2023-04-11 22:15:29,70.26,503430689,United Kingdom
76349266,69992651,Measure Gift,6,2023-05-11 11:54:56,67.92,264544380,United Kingdom
95445447,22889134,Avoid Gift,14,2023-06-19 10:48:39,67.81,497529685,United Kingdom
82479445,23566954,Million Gift,9,2023-03-26 20:04:13,11.53,738668212,United Kingdom
30772879,44102961,Maybe Gift,3,2023-06-01 08:45:10,99.42,145042172,United Kingdom
41938132,91680820,Instead Gift,8,2022-12-02 00:22:42,76.69,216922606,United Kingdom
71624358,71241616,Attack Gift,19,2023-06-14 07:44:21,80.04,619968667,United Kingdom
93853772,35160911,Benefit Gift,10,2023-06-01 14:59:01,60.04,340162756,United Kingdom
86044598,85013521,Month Gift,1,2023-02-01 23:13:37,94.54,333816006,United Kingdom
92156548,59585108,Education Gift,7,2023-06-21 16:33:26,3.3,102136674,United Kingdom
72452817,90285921,Audience Gift,14,2023-02-17 18:27:25,0.76,626857089,United Kingdom
C45096888,96072661,Police Gift,15,2023-01-13 22:53:59,47.87,619968667,United Kingdom
27223793,76722164,Already Gift,9,2023-03-19 18:37:05,69.55,566072162,United Kingdom
93503723,59444839,Campaign Gift,7,2023-06-17 05:52:38,10.34,334227437,United Kingdom
71393751,40631813,Rich Gift,6,2023-03-13 02:18:31,30.86,856597654,United Kingdom
96457284,64707968,Hope Gift,15,2023-03-28 09:53:26,63.72,789334914,United Kingdom
73603541,29614469,Always Gift,7,2023-01-05 19:58:45,81.68,157012884,United Kingdom
50814925,86842194,Mrs Gift,7,2023-04-22 16:06:41,35.36,358771325,United Kingdom
70670491,29074510,Between Gift,8,2023-03-25 21:16:55,37.34,225652854,United Kingdom
97038948,73187769,Chair Gift,15,2023-03-22 23:57:06,86.16,634997394,United Kingdom
54956911,58663275,Their Gift,14,2023-04-04 20:32:36,68.78,958673820,United Kingdom
74456480,87361466,Group Gift,13,2022-12-12 12:42:59,69.93,219730949,United Kingdom
38055826,18657152,His Gift,20,2022-12-07 03:36:41,68.78,642052211,United Kingdom
92111665,65084517,Tonight Gift,12,2022-12-10 06:51:43,94.11,347758827,United Kingdom
C32746638,17461475,Determine Gift,7,2022-12-28 00:25:23,59.98,874894800,United Kingdom
84263148,32255912,Within Gift,5,2023-04-14 08:09:59,40.26,194757148,United Kingdom
85071345,85840048,Modern Gift,9,2022-12-13 06:33:54,56.91,472177873,United Kingdom
35152833,30852183,Loss Gift,4,2023-06-01 07:12:50,19.55,426783959,United Kingdom
72365613,67290054,Central Gift,4,2023-05-01 15:17:33,45.28,703485094,United Kingdom
15407941,66491031,Medical Gift,5,2023-04-20 21:56:10,40.53,333038523,United Kingdom
78592455,73415758,Present Gift,17,2023-02-08 09:12:33,21.88,981490833,United Kingdom
78488561,99510267,First Gift,16,2023-02-15 15:43:19,42.49,206755179,United Kingdom
98567867,91990490,Sport Gift,5,2023-03-03 09:01:11,43.06,867827684,United Kingdom
39922612,62668732,Term Gift,10,2023-06-26 12:03:51,81.02,274978571,United Kingdom
28233354,74992707,Campaign Gift,12,2022-12-16 10:25:20,46.14,607138510,United Kingdom
88673425,72343089,Personal Gift,12,2023-06-24 20:46:07,50.42,778738387,United Kingdom
11640745,63533188,Particularly Gift,3,2023-04-07 16:55:39,2.07,952468470,United Kingdom
81437155,53208643,Employee Gift,17,2023-03-13 09:45:09,30.17,116012056,United Kingdom
85083535,25291719,Know Gift,1,2023-02-18 19:12:28,82.13,311110142,United Kingdom
64234613,51875636,Different Gift,2,2023-06-15 17:21:24,23.07,743116740,United Kingdom
89478713,69482602,Our Gift,18,2022-12-26 07:55:29,62.89,209485608,United Kingdom
99944739,71730028,Western Gift,16,2023-03-02 02:33:22,44.48,739312712,United Kingdom
15032917,11110343,Chair Gift,2,2023-02-18 23:54:06,19.55,407431905,United Kingdom
61742595,49375416,Meet Gift,12,2023-05-05 18:06:21,5.3,317755396,United Kingdom
59571527,52666095,Teach Gift,5,2023-05-30 16:24:03,68.47,756892085,United Kingdom
93643771,70398866,Adult Gift,2,2023-01-31 02:03:01,62.82,910762385,United Kingdom
17612368,42169141,Middle Gift,9,2023-04-24 08:44:20,2.36,333411175,United Kingdom
22484861,36136470,Choose Gift,1,2023-06-01 07:15:31,79.84,513644393,United Kingdom
28231560,54561079,Certain Gift,16,2023-02-01 06:26:28,13.8,285473871,United Kingdom
64513175,65839864,Across Gift,13,2023-05-11 03:50:20,84.83,524055900,United Kingdom
75183624,35511332,Partner Gift,10,2023-01-04 14:33:29,81.86,283752533,United Kingdom
C90943033,85007912,Summer Gift,10,2022-12-28 01:04:43,53.02,510610420,United Kingdom
C33440288,36938985,And Gift,7,2023-04-27 21:56:27,96.89,448954826,United Kingdom
58750835,83385226,Scene Gift,17,2023-03-04 14:31:12,16.42,142215628,United Kingdom
50009167,49663334,Number Gift,7,2022-12-13 05:50:08,29.55,407431905,United Kingdom
87650052,32923411,Machine Gift,3,2023-03-03 16:16:17,22.61,387651906,United Kingdom
52037287,49325735,Stop Gift,5,2022-12-18 10:36:31,40.44,595258827,United Kingdom
81167443,37996499,Though Gift,17,2022-12-20 02:35:10,30.41,356632216,United Kingdom
94969235,72980952,Decision Gift,16,2023-01-16 00:01:10,86.81,309778315,United Kingdom
C31612870,12077414,Own Gift,1,2022-12-28 01:53:25,73.87,248516684,United Kingdom
36902945,52373243,Movement Gift,9,2023-03-19 18:55:51,93.42,985357550,United Kingdom
34885653,77945533,Attack Gift,10,2023-05-08 17:46:29,9.83,678821715,United Kingdom
18942862,67546344,Beat Gift,5,2022-12-31 19:55:07,41.13,360529830,United Kingdom
25340338,57611947,Interview Gift,17,2023-04-26 03:20:57,53.84,756435342,United Kingdom
93571021,89818475,Begin Gift,7,2023-03-06 13:09:46,35.69,664235356,United Kingdom
96889999,57137587,Least Gift,18,2023-06-25 00:10:01,21.41,430972373,United Kingdom
91723658,76490007,Itself Gift,20,2023-03-29 23:24:56,78.6,255289248,United Kingdom
90499347,35413647,Guy Gift,20,2023-05-16 21:06:27,25.4,887887032,United Kingdom
39058627,76272545,Country Gift,12,2022-12-24 09:17:55,13.52,839710060,United Kingdom
44599647,62374296,Western Gift,15,2022-12-12 19:06:13,16.66,799663081,United Kingdom
12823170,58823227,Difference Gift,3,2022-12-06 19:38:26,26.19,275712222,United Kingdom
68025997,76154591,Common Gift,1,2023-01-20 00:32:00,48.48,143118149,United Kingdom
C72639761,40796820,Itself Gift,14,2023-02-11 16:16:01,73.95,332007957,United Kingdom
76158843,17464097,Interview Gift,1,2023-06-05 18:37:51,65.41,748642566,United Kingdom
84060370,37781964,First Gift,3,2023-03-20 04:53:14,83.95,394340496,United Kingdom
66106102,49543687,Attack Gift,13,2022-12-29 11:07:18,81.95,163240567,United Kingdom
77062645,38618751,Sport Gift,5,2023-02-26 10:48:37,85.37,672576625,United Kingdom
80842234,87661827,Do Gift,6,2023-05-20 17:03:20,81.58,134287056,United Kingdom
74567767,99075979,Seem Gift,19,2023-02-17 00:37:46,83.46,151860361,United Kingdom
43340257,84667443,Happy Gift,5,2023-06-06 19:23:11,69.86,361330420,United Kingdom
82796557,96234392,Stop Gift,17,2023-06-10 22:45:37,95.96,954128014,United Kingdom
57158477,18119067,Region Gift,2,2022-12-02 11:51:00,36.41,574757319,United Kingdom
90536568,66648085,Public Gift,12,2023-02-05 08:18:15,97.43,628373863,United Kingdom
29718308,87625512,Catch Gift,8,2023-01-29 14:03:37,60.81,983458255,United Kingdom
46831147,67242534,Herself Gift,6,2023-02-01 06:50:16,3.02,236938840,United Kingdom
48930485,43371319,Interest Gift,12,2022-12-22 06:51:55,99.29,563618009,United Kingdom
67800242,72247225,Level Gift,7,2023-01-02 22:52:39,73.22,174867956,United Kingdom
34384041,35603662,Authority Gift,10,2023-01-19 04:37:46,52.27,543269186,United Kingdom
22124621,83628695,Movie Gift,20,2023-06-14 05:09:49,82.21,802388616,United Kingdom
37192121,63191569,While Gift,10,2023-02-27 17:12:50,67.36,809228719,United Kingdom
51446535,42270607,Skin Gift,3,2022-12-10 18:19:23,98.35,235445800,United Kingdom
64118303,80405127,Capital Gift,3,2023-02-08 01:32:38,25.93,111681291,United Kingdom
47612207,85431094,Various Gift,7,2023-05-15 22:30:20,68.94,257833373,United Kingdom
56565966,68799738,Fly Gift,14,2022-12-17 15:23:00,90.88,748642566,United Kingdom
22363541,87795328,Stay Gift,15,2023-02-27 10:05:24,28.54,853278833,United Kingdom
50807232,20288801,Certain Gift,13,2023-01-09 21:57:58,19.49,506126032,United Kingdom
18639614,11239177,Method Gift,14,2023-01-14 03:20:08,43.11,167853361,United Kingdom
59700276,11840450,American Gift,13,2023-04-12 21:52:40,78.86,236553242,United Kingdom
62686226,78098835,Change Gift,17,2023-06-24 15:34:30,16.45,515540873,United Kingdom
C89726184,30761447,Production Gift,12,2023-05-01 09:55:20,63.06,652109327,United Kingdom
99213958,67878717,Break Gift,3,2023-01-12 23:21:08,58.59,489864052,United Kingdom
97349186,48907593,Something Gift,19,2023-03-14 10:38:06,39.09,869992703,United Kingdom
C40628356,94588033,Think Gift,13,2023-02-09 15:19:19,97.7,216409390,United Kingdom
45986577,69700077,Star Gift,7,2023-02-20 08:24:17,98.78,879067798,United Kingdom
28478483,99882984,Case Gift,1,2023-05-17 09:24:07,88.14,598501749,United Kingdom
C42293923,94588033,Think Gift,3,2023-02-21 07:41:25,90.44,476771110,United Kingdom
47707477,52511412,Region Gift,6,2023-02-01 05:00:47,88.34,359338241,United Kingdom
33018352,78476955,Sit Gift,6,2023-02-25 07:35:49,86.89,730578324,United Kingdom
92232521,62668732,Term Gift,13,2023-03-30 17:17:06,34.88,514334357,United Kingdom
78925285,85434010,Especially Gift,13,2023-02-21 12:24:14,42.34,978025486,United Kingdom
48353420,76630601,Decide Gift,10,2023-01-03 18:53:45,87.42,507735545,United Kingdom
45436750,64831292,Eye Gift,1,2023-02-22 07:46:05,68.85,604875246,United Kingdom
59172928,99005216,Son Gift,18,2023-05-08 01:11:29,66.07,665855831,United Kingdom
99612469,34127352,Economy Gift,3,2023-01-19 05:19:21,91.11,957491463,United Kingdom
51375165,53789460,Still Gift,6,2023-01-20 00:14:49,8.44,344970329,United Kingdom
29841786,76272545,Country Gift,11,2023-03-11 00:48:19,45.03,635398999,United Kingdom
41519442,26766553,Story Gift,13,2022-12-21 06:16:43,23.08,258563308,United Kingdom
52627251,92169352,Everything Gift,2,2022-12-25 06:23:56,47.17,345796405,United Kingdom
62091489,99871048,Country Gift,3,2023-01-20 15:08:07,52.39,271363090,United Kingdom
96455906,99478612,Official Gift,11,2023-01-04 23:09:45,52.27,908499414,United Kingdom
83356093,15320790,Experience Gift,8,2023-05-06 23:46:40,92.8,343531180,United Kingdom
10606693,40526742,Make Gift,11,2023-03-01 16:31:05,18.07,620480354,United Kingdom
61265587,23064183,Service Gift,6,2023-05-20 14:55:32,70.09,709186161,United Kingdom
74035487,45199104,Able Gift,3,2023-03-24 18:07:48,48.75,664028464,United Kingdom
49893936,86340937,Director Gift,5,2023-06-08 12:30:04,83.14,809048778,United Kingdom
83257826,41321777,Century Gift,8,2023-03-12 05:12:26,17.15,400938798,United Kingdom
24181972,19802543,Test Gift,4,2023-01-20 12:04:37,43.49,293714782,United Kingdom
10400093,72138656,Measure Gift,14,2023-04-09 19:48:28,28.54,163240567,United Kingdom
27569463,76310813,Respond Gift,7,2023-05-30 16:36:56,79.55,868936294,United Kingdom
46368610,44540432,Buy Gift,12,2023-06-26 10:27:24,81.64,755763545,United Kingdom
40776647,86365068,Anything Gift,15,2022-12-11 13:40:17,7.32,542665914,United Kingdom
33242700,36110458,Visit Gift,16,2023-04-06 07:20:56,94.94,465362108,United Kingdom
97975909,35903457,Hand Gift,19,2023-03-20 02:34:07,44.55,274469862,United Kingdom
78839231,79189096,Participant Gift,17,2023-05-04 13:15:52,58.84,413832125,United Kingdom
23901312,73416696,Half Gift,16,2023-04-05 09:34:55,16.62,118159531,United Kingdom
82978153,16439916,Road Gift,14,2022-12-12 09:50:40,83.3,173323860,United Kingdom
67223801,81591282,Level Gift,4,2023-05-06 05:33:31,74.6,657957553,United Kingdom
11285743,20901232,Line Gift,10,2023-04-18 00:38:50,91.0,260727024,United Kingdom
33772688,38538225,Likely Gift,6,2023-03-24 15:43:00,75.97,730484040,United Kingdom
13634781,41187169,Girl Gift,4,2023-01-22 11:07:34,97.83,618302796,United Kingdom
42760710,23520971,Themselves Gift,8,2023-02-19 13:25:24,19.35,957491463,United Kingdom
39090340,61191507,Only Gift,12,2023-01-17 14:11:47,99.33,129084982,United Kingdom
43449980,91984252,Conference Gift,13,2023-05-27 21:55:24,97.9,809228719,United Kingdom
78314282,79278535,Usually Gift,17,2023-05-09 17:57:40,36.37,724471908,United Kingdom
77689929,59792706,Bill Gift,8,2023-05-13 21:16:33,16.73,756711132,United Kingdom
70563740,62707659,Home Gift,11,2023-02-07 08:21:25,85.58,802399884,United Kingdom
86754247,70415159,Agency Gift,4,2023-02-10 19:07:32,73.13,995274056,United Kingdom
14962653,85891119,Third Gift,15,2022-12-23 23:15:53,53.34,489122267,United Kingdom
84011842,64424901,Measure Gift,20,2022-12-28 00:06:48,47.98,390631710,United Kingdom
60778261,96983298,Dog Gift,2,2023-01-27 07:35:23,38.4,893586528,United Kingdom
49383692,51875636,Different Gift,10,2023-04-05 04:41:41,1.55,595477279,United Kingdom
58775692,69044002,Experience Gift,11,2023-05-08 18:05:47,7.09,587869117,United Kingdom
22824736,26652018,Part Gift,9,2023-02-08 15:35:57,60.81,198501421,United Kingdom
81570280,98861801,Buy Gift,3,2023-02-26 22:09:28,18.15,756979530,United Kingdom
18879314,78164222,Suggest Gift,19,2023-04-04 11:11:04,73.04,505807476,United Kingdom
45279163,19438467,Century Gift,4,2023-06-02 11:56:02,51.86,546277280,United Kingdom
55288811,72935267,Hand Gift,10,2022-12-24 10:41:47,80.35,659903543,United Kingdom
94767029,49745689,List Gift,3,2023-04-10 11:34:15,81.07,335315132,Spain
46834021,68127412,Clear Gift,14,2022-12-02 01:59:02,14.22,182044166,United Kingdom
34162687,48142679,On Gift,5,2023-03-20 16:18:40,7.54,123543638,United Kingdom
67013866,91006885,See Gift,2,2023-05-22 05:16:37,87.64,765004846,United Kingdom
79643088,24939870,Apply Gift,6,2023-06-02 20:24:02,54.5,294628003,United Kingdom
89601038,56251632,Position Gift,19,2023-05-11 05:26:04,99.9,695942654,United Kingdom
46707588,63873690,Pull Gift,15,2022-12-03 01:20:23,29.18,196596495,United Kingdom
66271499,88532305,Camera Gift,1,2022-12-24 18:52:08,65.12,618666286,United Kingdom
18243090,69358096,Responsibility Gift,4,2023-02-07 12:03:33,49.4,619028471,United Kingdom
67080074,50822815,Present Gift,16,2023-03-02 02:31:59,39.73,480115531,United Kingdom
67583168,67225810,Be Gift,15,2023-05-29 15:00:44,69.05,203580802,United Kingdom
20804780,35738687,People Gift,1,2023-05-26 08:12:53,35.62,962796407,United Kingdom
44164614,87787457,Meeting Gift,3,2023-03-23 01:38:29,73.3,677253447,United Kingdom
60544254,76452879,Appear Gift,1,2023-03-11 21:10:20,17.45,409498400,United Kingdom
57070680,90599470,Audience Gift,7,2023-03-08 20:17:00,78.66,688878475,United Kingdom
97063446,38576202,Authority Gift,14,2023-01-13 07:08:31,6.66,315323546,United Kingdom
10337588,35835338,Apply Gift,15,2023-05-07 11:48:33,77.39,471846051,United Kingdom
74065383,58587571,Value Gift,8,2023-02-13 02:03:37,67.77,357629683,United Kingdom
31384541,36601301,Physical Gift,2,2023-01-18 04:45:03,93.13,664624109,United Kingdom
63203348,18177296,Three Gift,15,2023-03-26 14:24:00,4.64,506804961,United Kingdom
55134080,59030612,Table Gift,11,2022-12-17 15:26:26,25.47,664028464,United Kingdom
28696653,37938821,Dream Gift,19,2023-04-04 14:51:55,79.84,114603849,United Kingdom
19738801,90285921,Audience Gift,3,2023-01-08 00:48:58,97.94,303279449,United Kingdom
57306440,93365476,Almost Gift,14,2022-12-30 01:36:36,68.27,583256237,United Kingdom
61008236,35642904,Soon Gift,20,2023-05-20 01:25:32,81.03,337634893,Netherlands
58800952,59981071,Just Gift,8,2023-05-18 05:47:18,99.85,211533513,United Kingdom
48234554,19308333,Nor Gift,16,2023-03-09 09:33:50,90.86,368689561,United Kingdom
17264378,66944172,Indeed Gift,17,2022-12-28 06:43:41,18.76,173579600,United Kingdom
84607734,48397213,Also Gift,7,2023-04-03 08:51:58,80.43,480838686,United Kingdom
58651424,45247262,Enter Gift,16,2022-12-25 10:43:58,97.11,591449485,United Kingdom
78900952,64826120,Organization Gift,5,2022-12-20 08:17:42,77.66,656143393,United Kingdom
58344741,24911126,Really Gift,8,2023-01-22 00:42:37,23.34,802399884,United Kingdom
18819071,89617542,Point Gift,11,2023-05-04 16:22:53,26.45,498557533,United Kingdom
51261865,33146437,Strong Gift,16,2023-06-06 23:43:42,15.37,917701318,United Kingdom
C77105288,28193831,Policy Gift,7,2023-03-27 13:03:03,19.89,709314154,United Kingdom
43314059,16943682,Eat Gift,10,2023-05-03 06:41:53,10.82,620480354,United Kingdom
30651767,43417273,Their Gift,6,2023-06-27 22:00:53,50.41,935914585,United Kingdom
95299128,17464097,Interview Gift,14,2023-02-27 00:53:24,33.01,978025486,United Kingdom
58298266,67878717,Break Gift,1,2023-06-26 21:47:57,98.22,207664169,United Kingdom
90945038,75135351,Act Gift,12,2023-05-18 00:54:53,71.4,149339303,United Kingdom
96509114,17137688,Past Gift,20,2023-04-10 15:53:56,79.51,723095082,United Kingdom
53736603,77938268,Small Gift,3,2023-02-02 05:02:31,74.69,446884952,United Kingdom
91741811,81296609,Indeed Gift,1,2023-05-22 05:30:04,91.9,848389949,United Kingdom
35549595,23767681,As Gift,5,2023-03-10 23:14:00,90.31,709614894,United Kingdom
43425535,81426874,Building Gift,16,2023-05-28 11:36:39,82.4,171535445,United Kingdom
62495752,84663853,But Gift,15,2023-06-06 18:55:46,55.32,891130040,United Kingdom
59676893,72456557,Continue Gift,4,2023-03-31 19:16:28,18.42,695530823,United Kingdom
C17120735,37411799,Hand Gift,20,2023-04-14 07:08:11,0.53,965781360,United Kingdom
29068359,67290054,Central Gift,12,2023-04-25 04:18:24,49.46,724869252,United Kingdom
88973131,71804027,Live Gift,1,2023-04-11 14:42:52,34.7,454738132,United Kingdom
24869500,81066509,Past Gift,17,2023-05-22 16:50:22,92.71,576260395,United Kingdom
23248182,75104322,Computer Gift,9,2023-06-10 21:42:53,86.81,471372408,United Kingdom
70111881,57724345,Wall Gift,5,2023-05-08 09:44:17,98.66,391441910,United Kingdom
33153526,79127928,Agency Gift,14,2022-12-12 10:17:15,63.0,245141161,United Kingdom
20821765,35866928,End Gift,10,2023-03-01 21:23:39,73.37,148656153,United Kingdom
57623733,31170537,Try Gift,2,2023-04-30 01:55:22,58.31,956881539,United Kingdom
79525109,15272517,Until Gift,9,2023-04-25 19:37:52,3.72,818499940,United Kingdom
38625699,83557356,Price Gift,20,2023-04-23 13:10:04,47.57,765099465,United Kingdom
15251645,83837849,Own Gift,16,2023-02-10 06:39:41,71.52,138667689,United Kingdom
24635435,17137688,Past Gift,11,2023-04-22 14:32:31,4.86,579598543,United Kingdom
41212992,23217577,Claim Gift,16,2023-06-10 03:19:33,87.62,376510449,United Kingdom
62340296,60525719,Million Gift,1,2023-06-06 04:47:29,77.02,739663022,United Kingdom
30085197,71509834,Risk Gift,9,2023-03-12 22:41:06,53.99,502564259,United Kingdom
82783119,25430906,Section Gift,2,2022-12-17 07:03:58,81.61,210472173,United Kingdom
11584510,71546011,Serve Gift,2,2023-03-26 19:24:25,43.36,254900266,United Kingdom
